"","First_Name_Middle","Last_Name","Office_FilerType","Report_Type","Date_Received_Filed","Transaction_Date","Owner","Ticker","Asset_Name","Asset_Type","Transaction_Type","Amount","Comment"
"3532","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-04,"Spouse","AIG","American International Group, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $40.00
                                                Expires: 08/21/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of AIG for $40"
"3533","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-04,"Spouse","PANW","Palo Alto Networks, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $150.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of PANW for $150"
"3534","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-04,"Spouse","CVX","Chevron Corporation
                                        
                                        
                                        
                                            Option Type: Put Strike price: $92.50
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$15,001 - $50,000","Obligation to purchase stock of CVX for $92.50"
"3535","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-04,"Spouse","BP","BP PLC
                                        
                                        
                                        
                                            Option Type: Put Strike price: $30.00
                                                Expires: 11/20/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of BP for $30"
"3536","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-03,"Joint","ROST","Ross Stores, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3537","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-03,"Joint","LULU","Lululemon Athletica Inc.","Stock","Sale (Full)","$50,001 - $100,000","--"
"3538","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-03,"Joint","FB","Facebook, Inc.","Stock","Sale (Full)","$50,001 - $100,000","--"
"3539","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-02,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$50,001 - $100,000","--"
"3540","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-03-02,"Joint","ROST","Ross Stores, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3541","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-28,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$15,001 - $50,000","--"
"3542","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-27,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$100,001 - $250,000","--"
"3543","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-26,"Joint","CME","CME Group Inc.","Stock","Purchase","$100,001 - $250,000","--"
"3544","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-26,"Joint","NVDA","NVIDIA Corporation","Stock","Sale (Full)","$15,001 - $50,000","--"
"3545","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-26,"Joint","AZO","AutoZone, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3546","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-26,"Joint","ADP","Automatic Data Processing, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3547","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-26,"Joint","ARNA","Arena Pharmaceuticals, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3548","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-25,"Joint","AMZN","Amazon.com, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3549","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-24,"Joint","CME","CME Group Inc.","Stock","Purchase","$50,001 - $100,000","--"
"3550","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-24,"Joint","AMZN","Amazon.com, Inc.","Stock","Purchase","$15,001 - $50,000","--"
"3551","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-24,"Joint","NVDA","NVIDIA Corporation","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3552","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-24,"Joint","IPHI","Inphi Corporation","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3553","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-24,"Joint","FB","Facebook, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3554","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-24,"Joint","ARNA","Arena Pharmaceuticals, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3555","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-21,"Spouse","DD","DuPont de Nemours, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $40.00
                                                Expires: 07/17/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of DD for $40"
"3556","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-21,"Spouse","K","Kellogg Company
                                        
                                        
                                        
                                            Option Type: Put Strike price: $60.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of K for $60"
"3557","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-21,"Spouse","BABA","Alibaba Group Holding Limited
                                        
                                        
                                        
                                            Option Type: Put Strike price: $175.00
                                                Expires: 07/17/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of BABA for $175"
"3558","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-20,"Spouse","AIZ","Assurant, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $125.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of AIZ for $125"
"3559","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-20,"Spouse","ABBV","AbbVie Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $80.00
                                                Expires: 08/01/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of ABBV for $80"
"3560","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020 (Amendment 1)","05/01/2020",2020-02-20,"Joint","DOCU","DocuSign, Inc.","Stock","Sale (Partial)","$100,001 - $250,000","Lines 1-19 notified to filer on or after March 1, 2020; lines 20-42 notified to filer on or after March 18, 2020"
"3561","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 10/17/2020","10/16/2020",2020-09-23,"Spouse","ICE","Intercontinental Exchange, Inc.","Stock","Sale (Partial)","$1,000,001 - $5,000,000","Equity pursuant to the company he founded with predetermined sale dates pursuant to SEC Rule 10b5-1 plan filed with such company"
"3562","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 10/17/2020","10/16/2020",2020-09-23,"Spouse","ICE","Intercontinental Exchange, Inc.","Stock","Purchase","$250,001 - $500,000","Equity pursuant to the company he founded with predetermined dates (exercise of stock options) pursuant to SEC Rule 10b5-1 plan filed with such company"
"3563","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-14,"Joint","ORCL","Oracle Corporation","Stock","Purchase","$100,001 - $250,000","--"
"3564","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-14,"Joint","XOM","Exxon Mobil Corporation","Stock","Sale (Full)","$250,001 - $500,000","--"
"3565","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-14,"Joint","CTXS","Citrix Systems, Inc.","Stock","Purchase","$100,001 - $250,000","--"
"3566","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-10,"Joint","FNKO","Funko, Inc.","Stock","Sale (Full)","$50,001 - $100,000","--"
"3567","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-10,"Joint","EEFT","Euronet Worldwide, Inc.","Stock","Sale (Full)","$100,001 - $250,000","--"
"3568","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-07,"Joint","ORLY","O'Reilly Automotive, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3569","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-07,"Joint","FNKO","Funko, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3570","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-06,"Joint","FNKO","Funko, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3571","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-06,"Joint","AZO","AutoZone, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3572","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-06,"Joint","ARNA","Arena Pharmaceuticals, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3573","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Joint","TCEHY","Tencent Holdings Limited","Stock","Sale (Full)","$15,001 - $50,000","--"
"3574","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Joint","ROKU","Roku, Inc.","Stock","Sale (Full)","$100,001 - $250,000","--"
"3575","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Joint","FNKO","Funko, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3576","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Joint","ARNA","Arena Pharmaceuticals, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3577","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-04,"Joint","TCEHY","Tencent Holdings Limited","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3578","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-04,"Joint","KL","Kirkland Lake Gold Ltd.","Stock","Sale (Full)","$50,001 - $100,000","--"
"3579","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-04,"Joint","CMCSA","Comcast Corporation","Stock","Sale (Full)","$15,001 - $50,000","--"
"3580","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-04,"Joint","AZO","AutoZone, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3581","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-03,"Joint","HON","Honeywell International Inc.","Stock","Sale (Full)","$100,001 - $250,000","--"
"3582","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Spouse","MRK","Merck & Co., Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $77.50
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","--"
"3583","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Spouse","DFS","Discover Financial Services
                                        
                                        
                                        
                                            Option Type: Put Strike price: $72.50
                                                Expires: 07/17/2020","Stock Option","Sale (Full)","$1,001 - $15,000","--"
"3584","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Spouse","DAL","Delta Air Lines, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $52.50
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","--"
"3585","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-05,"Spouse","EMR","Emerson Electric Co.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $67.50
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","--"
"3586","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-14,"Spouse","CAT","Caterpillar Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $120.00
                                                Expires: 08/21/2020","Stock Option","Sale (Full)","$1,001 - $15,000","--"
"3587","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020 (Amendment 1)","05/01/2020",2020-02-14,"Spouse","AFL","Aflac Incorporated
                                        
                                        
                                        
                                            Option Type: Put Strike price: $50.00
                                                Expires: 08/21/2020","Stock Option","Sale (Full)","$1,001 - $15,000","--"
"3588","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-21,"Spouse","DD","DuPont de Nemours, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $40.00
                                                Expires: 07/17/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of DD for $40"
"3589","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-21,"Spouse","K","Kellogg Company
                                        
                                        
                                        
                                            Option Type: Put Strike price: $60.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of K for $60"
"3590","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-21,"Spouse","BABA","Alibaba Group Holding Limited
                                        
                                        
                                        
                                            Option Type: Put Strike price: $175.00
                                                Expires: 07/17/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of BABA for $175"
"3591","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-20,"Spouse","AIZ","Assurant, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $125.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of AIZ for $125"
"3592","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-20,"Spouse","ABBV","AbbVie Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $80.00
                                                Expires: 08/01/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of ABBV for $80"
"3593","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-20,"Joint","DOCU","DocuSign, Inc.","Stock","Sale (Partial)","$100,001 - $250,000","Lines 1-19 notified to filer on or after March 1, 2020; lines 20-42 notified to filer on or after March 18, 2020"
"3594","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-13,"Spouse","PRU","Prudential Financial, Inc.","Stock","Purchase","$15,001 - $50,000","--"
"3595","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-10,"Spouse","CVX","Chevron Corporation","Stock","Purchase","$100,001 - $250,000","--"
"3596","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-10,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$1,001 - $15,000","--"
"3597","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-09,"Spouse","AIZ","Assurant, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $100.00
                                                Expires: 01/15/2021","Stock Option","Sale (Full)","$15,001 - $50,000","Obligation to purchase stock of AIZ for $100"
"3598","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-09,"Spouse","EMR","Emerson Electric Co.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $50.00
                                                Expires: 01/15/2021","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of EMR for $50"
"3599","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-09,"Spouse","CR","Crane Co.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $55.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$15,001 - $50,000","Obligation to purchase stock of CR for $55"
"3600","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-09,"Spouse","HIG","The Hartford Financial Services Group, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $45.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of HIG for $45"
"3601","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-04,"Spouse","AMGN","Amgen Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $180.00
                                                Expires: 10/16/2020","Stock Option","Sale (Full)","$15,001 - $50,000","Obligation to purchase stock of AMGN for $180"
"3602","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-04,"Spouse","AIG","American International Group, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $40.00
                                                Expires: 08/21/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of AIG for $40"
"3603","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-04,"Spouse","PANW","Palo Alto Networks, Inc.
                                        
                                        
                                        
                                            Option Type: Put Strike price: $150.00
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of PANW for $150"
"3604","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-04,"Spouse","CVX","Chevron Corporation
                                        
                                        
                                        
                                            Option Type: Put Strike price: $92.50
                                                Expires: 09/18/2020","Stock Option","Sale (Full)","$15,001 - $50,000","Obligation to purchase stock of CVX for $92.50"
"3605","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-04,"Spouse","BP","BP PLC
                                        
                                        
                                        
                                            Option Type: Put Strike price: $30.00
                                                Expires: 11/20/2020","Stock Option","Sale (Full)","$1,001 - $15,000","Obligation to purchase stock of BP for $30"
"3606","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-03,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$50,001 - $100,000","--"
"3607","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-02,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$15,001 - $50,000","--"
"3608","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-28,"Spouse","DD","DuPont de Nemours, Inc.","Stock","Purchase","$100,001 - $250,000","--"
"3609","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-11,"Joint","BKNG","Booking Holdings Inc.","Stock","Sale (Full)","$1,001 - $15,000","--"
"3610","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-10,"Joint","BKNG","Booking Holdings Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3611","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-09,"Joint","HELE","Helen of Troy Limited","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3612","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-06,"Joint","BKNG","Booking Holdings Inc.","Stock","Purchase","$15,001 - $50,000","--"
"3613","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-09,"Joint","TJX","The TJX Companies, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3614","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-03,"Joint","ROST","Ross Stores, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3615","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-03,"Joint","LULU","Lululemon Athletica Inc.","Stock","Sale (Full)","$50,001 - $100,000","--"
"3616","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-03,"Joint","FB","Facebook, Inc.","Stock","Sale (Full)","$50,001 - $100,000","--"
"3617","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-03-02,"Joint","ROST","Ross Stores, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3618","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-26,"Joint","CME","CME Group Inc.","Stock","Purchase","$100,001 - $250,000","--"
"3619","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-26,"Joint","NVDA","NVIDIA Corporation","Stock","Sale (Full)","$15,001 - $50,000","--"
"3620","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-26,"Joint","AZO","AutoZone, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3621","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-26,"Joint","ADP","Automatic Data Processing, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3622","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-26,"Joint","ARNA","Arena Pharmaceuticals, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3623","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-27,"Joint","AMZN","Amazon.com, Inc.","Stock","Sale (Full)","$15,001 - $50,000","--"
"3624","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-24,"Joint","CME","CME Group Inc.","Stock","Purchase","$50,001 - $100,000","--"
"3625","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-24,"Joint","AMZN","Amazon.com, Inc.","Stock","Purchase","$15,001 - $50,000","--"
"3626","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-24,"Joint","NVDA","NVIDIA Corporation","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3627","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-24,"Joint","IPHI","Inphi Corporation","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3628","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-24,"Joint","FB","Facebook, Inc.","Stock","Sale (Partial)","$15,001 - $50,000","--"
"3629","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 04/01/2020","03/31/2020",2020-02-24,"Joint","ARNA","Arena Pharmaceuticals, Inc.","Stock","Sale (Partial)","$50,001 - $100,000","--"
"3630","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020","03/12/2020",2020-02-14,"Joint","ORCL","Oracle Corporation","Stock","Purchase","$100,001 - $250,000","--"
"3631","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020","03/12/2020",2020-02-14,"Joint","XOM","Exxon Mobil Corporation","Stock","Sale (Full)","$250,001 - $500,000","--"
"3632","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020","03/12/2020",2020-02-14,"Joint","CTXS","Citrix Systems, Inc.","Stock","Purchase","$100,001 - $250,000","--"
"3633","Kelly","Loeffler","Loeffler, Kelly (Senator)","Periodic Transaction Report for 03/12/2020","03/12/2020",2020-02-12,"Joint","FNKO","Funko, Inc.","Stock","Sale (Full)","$50,001 - $100,000","--"
